fill_id,timestamp,order_id,client_id,side,quantity,price,capacity,venue,nbbo_bid,nbbo_ask
F-00415,2026-08-17T15:13:37.869,ORD-00410,CLIENT_C,SELL,700,243.38,PRINCIPAL,INTERNAL,243.37,243.39
F-00416,2026-08-17T15:13:46.939,ORD-00411,CLIENT_I,BUY,300,243.39,PRINCIPAL,INTERNAL,243.38,243.39
F-00417,2026-08-17T15:15:58.288,ORD-00408,CLIENT_A,SELL,100,243.50,AGENCY,MARKET,243.50,243.51
F-00418,2026-08-17T15:16:15.318,ORD-00393,CLIENT_B,SELL,100,243.53,AGENCY,MARKET,243.53,243.54
F-00419,2026-08-17T15:17:37.333,ORD-00412,CLIENT_A,BUY,400,243.43,PRINCIPAL,INTERNAL,243.42,243.43
F-00420,2026-08-17T15:17:37.333,ORD-00412,CLIENT_A,BUY,300,243.43,AGENCY,MARKET,243.42,243.43
F-00421,2026-08-17T15:18:00.025,ORD-00414,CLIENT_C,BUY,1500,243.47,PRINCIPAL,INTERNAL,243.46,243.48
F-00422,2026-08-17T15:18:02.827,ORD-00413,CLIENT_B,SELL,400,243.49,PRINCIPAL,INTERNAL,243.49,243.50
F-00423,2026-08-17T15:18:27.430,ORD-00415,CLIENT_C,SELL,200,243.52,PRINCIPAL,INTERNAL,243.52,243.53
F-00424,2026-08-17T15:19:00.651,ORD-00387,CLIENT_E,SELL,500,243.58,PRINCIPAL,INTERNAL,243.57,243.59
F-00425,2026-08-17T15:19:15.308,ORD-00416,CLIENT_C,SELL,400,243.58,PRINCIPAL,INTERNAL,243.58,243.59
F-00426,2026-08-17T15:19:15.308,ORD-00416,CLIENT_C,SELL,100,243.58,AGENCY,MARKET,243.58,243.59
F-00427,2026-08-17T15:20:19.768,ORD-00417,CLIENT_C,SELL,300,243.48,PRINCIPAL,INTERNAL,243.47,243.49
F-00428,2026-08-17T15:22:15.868,ORD-00418,CLIENT_G,SELL,5000,243.46,AGENCY,MARKET,243.46,243.47
F-00429,2026-08-17T15:23:38.193,ORD-00421,CLIENT_B,BUY,100,243.54,AGENCY,CROSS,243.52,243.54
F-00430,2026-08-17T15:23:38.193,ORD-00419,CLIENT_F,SELL,100,243.54,AGENCY,CROSS,243.52,243.54
F-00431,2026-08-17T15:23:38.193,ORD-00421,CLIENT_B,BUY,1900,243.53,PRINCIPAL,INTERNAL,243.52,243.54
F-00432,2026-08-17T15:25:29.130,ORD-00422,CLIENT_B,SELL,1000,243.50,PRINCIPAL,INTERNAL,243.49,243.51
F-00433,2026-08-17T15:25:30.804,ORD-00423,CLIENT_D,SELL,200,243.50,PRINCIPAL,INTERNAL,243.49,243.51
F-00434,2026-08-17T15:25:34.886,ORD-00424,CLIENT_A,SELL,400,243.49,PRINCIPAL,INTERNAL,243.49,243.50
F-00435,2026-08-17T15:25:34.886,ORD-00424,CLIENT_A,SELL,4600,243.49,AGENCY,MARKET,243.49,243.50
F-00436,2026-08-17T15:25:41.426,ORD-00426,CLIENT_A,BUY,5000,243.49,AGENCY,MARKET,243.48,243.49
F-00437,2026-08-17T15:25:43.195,ORD-00425,CLIENT_C,SELL,100,243.50,AGENCY,MARKET,243.50,243.51
F-00438,2026-08-17T15:26:03.744,ORD-00427,CLIENT_E,SELL,400,243.51,AGENCY,MARKET,243.51,243.52
F-00439,2026-08-17T15:26:21.811,ORD-00428,CLIENT_J,BUY,400,243.50,AGENCY,MARKET,243.49,243.50
F-00440,2026-08-17T15:29:10.358,ORD-00429,CLIENT_A,SELL,2000,243.47,AGENCY,MARKET,243.47,243.48
F-00441,2026-08-17T15:29:55.104,ORD-00430,CLIENT_F,SELL,400,243.51,PRINCIPAL,INTERNAL,243.50,243.52
F-00442,2026-08-17T15:30:28.064,ORD-00431,CLIENT_G,BUY,200,243.46,PRINCIPAL,INTERNAL,243.45,243.47
F-00443,2026-08-17T15:30:37.192,ORD-00432,CLIENT_A,BUY,200,243.48,PRINCIPAL,INTERNAL,243.47,243.48
F-00444,2026-08-17T15:30:37.192,ORD-00432,CLIENT_A,BUY,500,243.48,AGENCY,MARKET,243.47,243.48
F-00445,2026-08-17T15:31:12.944,ORD-00433,CLIENT_E,BUY,400,243.50,AGENCY,MARKET,243.49,243.50
F-00446,2026-08-17T15:31:40.995,ORD-00434,CLIENT_D,SELL,200,243.64,AGENCY,MARKET,243.64,243.65
F-00447,2026-08-17T15:31:45.073,ORD-00435,CLIENT_A,BUY,400,243.68,AGENCY,MARKET,243.67,243.68
F-00448,2026-08-17T15:32:48.948,ORD-00436,CLIENT_A,BUY,100,243.77,PRINCIPAL,INTERNAL,243.76,243.78
F-00449,2026-08-17T15:33:15.081,ORD-00437,CLIENT_A,SELL,100,243.84,PRINCIPAL,INTERNAL,243.83,243.85
F-00450,2026-08-17T15:34:20.098,ORD-00438,CLIENT_H,SELL,3000,243.66,PRINCIPAL,INTERNAL,243.65,243.67
F-00451,2026-08-17T15:34:46.777,ORD-00439,CLIENT_F,BUY,3000,243.70,PRINCIPAL,INTERNAL,243.69,243.70
F-00452,2026-08-17T15:34:46.777,ORD-00439,CLIENT_F,BUY,2000,243.70,AGENCY,MARKET,243.69,243.70
F-00453,2026-08-17T15:35:28.182,ORD-00440,CLIENT_A,BUY,400,243.73,PRINCIPAL,INTERNAL,243.72,243.74
F-00454,2026-08-17T15:36:01.769,ORD-00441,CLIENT_E,BUY,200,243.77,PRINCIPAL,INTERNAL,243.76,243.78
F-00455,2026-08-17T15:36:06.547,ORD-00442,CLIENT_B,SELL,200,243.75,PRINCIPAL,INTERNAL,243.74,243.76
F-00456,2026-08-17T15:36:10.049,ORD-00443,CLIENT_B,SELL,200,243.76,PRINCIPAL,INTERNAL,243.75,243.77
F-00457,2026-08-17T15:36:20.036,ORD-00444,CLIENT_F,BUY,500,243.80,PRINCIPAL,INTERNAL,243.78,243.81
F-00458,2026-08-17T15:36:31.049,ORD-00445,CLIENT_F,SELL,200,243.80,PRINCIPAL,INTERNAL,243.80,243.81
F-00459,2026-08-17T15:36:55.598,ORD-00437,CLIENT_A,SELL,200,243.84,PRINCIPAL,INTERNAL,243.83,243.85
F-00460,2026-08-17T15:37:25.374,ORD-00446,CLIENT_E,SELL,200,243.85,PRINCIPAL,INTERNAL,243.84,243.86
F-00461,2026-08-17T15:38:19.136,ORD-00448,CLIENT_F,BUY,300,243.86,AGENCY,MARKET,243.85,243.86
F-00462,2026-08-17T15:38:26.694,ORD-00449,CLIENT_B,SELL,100,243.89,PRINCIPAL,INTERNAL,243.89,243.90
F-00463,2026-08-17T15:38:26.694,ORD-00449,CLIENT_B,SELL,300,243.89,AGENCY,MARKET,243.89,243.90
F-00464,2026-08-17T15:38:28.478,ORD-00447,CLIENT_A,SELL,1500,243.93,AGENCY,MARKET,243.93,243.94
F-00465,2026-08-17T15:38:36.975,ORD-00450,CLIENT_G,SELL,500,243.94,AGENCY,MARKET,243.94,243.95
F-00466,2026-08-17T15:38:54.010,ORD-00451,CLIENT_A,BUY,200,243.96,AGENCY,MARKET,243.95,243.96
F-00467,2026-08-17T15:39:46.832,ORD-00452,CLIENT_A,BUY,1000,243.93,AGENCY,MARKET,243.92,243.93
F-00468,2026-08-17T15:40:30.578,ORD-00453,CLIENT_I,SELL,1000,243.85,AGENCY,MARKET,243.85,243.86
F-00469,2026-08-17T15:41:39.001,ORD-00454,CLIENT_F,SELL,300,243.83,AGENCY,MARKET,243.83,243.84
F-00470,2026-08-17T15:41:39.932,ORD-00455,CLIENT_B,SELL,1500,243.82,AGENCY,MARKET,243.82,243.83
F-00471,2026-08-17T15:41:45.298,ORD-00456,CLIENT_F,SELL,400,243.83,PRINCIPAL,INTERNAL,243.82,243.85
F-00472,2026-08-17T15:42:23.640,ORD-00457,CLIENT_D,BUY,400,243.89,PRINCIPAL,INTERNAL,243.88,243.89
F-00473,2026-08-17T15:42:23.640,ORD-00457,CLIENT_D,BUY,4600,243.89,AGENCY,MARKET,243.88,243.89
F-00474,2026-08-17T15:42:25.093,ORD-00458,CLIENT_J,BUY,100,243.90,PRINCIPAL,INTERNAL,243.89,243.91
F-00475,2026-08-17T15:42:25.905,ORD-00459,CLIENT_F,SELL,700,243.90,PRINCIPAL,INTERNAL,243.89,243.91
F-00476,2026-08-17T15:42:34.519,ORD-00460,CLIENT_I,SELL,200,243.82,AGENCY,MARKET,243.82,243.83
F-00477,2026-08-17T15:42:43.270,ORD-00461,CLIENT_B,BUY,200,243.76,PRINCIPAL,INTERNAL,243.74,243.77
F-00478,2026-08-17T15:42:51.152,ORD-00462,CLIENT_F,SELL,400,243.77,AGENCY,MARKET,243.77,243.78
F-00479,2026-08-17T15:42:51.713,ORD-00463,CLIENT_B,SELL,100,243.77,PRINCIPAL,INTERNAL,243.76,243.78
F-00480,2026-08-17T15:43:45.135,ORD-00464,CLIENT_G,SELL,100,243.81,PRINCIPAL,INTERNAL,243.80,243.83
F-00481,2026-08-17T15:43:56.778,ORD-00465,CLIENT_A,BUY,100,243.85,PRINCIPAL,INTERNAL,243.84,243.85
F-00482,2026-08-17T15:44:02.079,ORD-00466,CLIENT_E,SELL,500,243.79,AGENCY,MARKET,243.79,243.80
F-00483,2026-08-17T15:44:21.043,ORD-00467,CLIENT_E,BUY,500,243.86,PRINCIPAL,INTERNAL,243.85,243.86
F-00484,2026-08-17T15:44:21.043,ORD-00467,CLIENT_E,BUY,1500,243.86,AGENCY,MARKET,243.85,243.86
F-00485,2026-08-17T15:44:50.675,ORD-00468,CLIENT_H,BUY,1500,243.80,PRINCIPAL,INTERNAL,243.79,243.81
F-00486,2026-08-17T15:45:05.648,ORD-00469,CLIENT_D,SELL,100,243.81,PRINCIPAL,INTERNAL,243.80,243.82
F-00487,2026-08-17T15:46:08.051,ORD-00470,CLIENT_A,BUY,300,243.85,PRINCIPAL,INTERNAL,243.84,243.86
F-00488,2026-08-17T15:48:13.271,ORD-00471,CLIENT_A,BUY,700,244.02,AGENCY,MARKET,244.01,244.02
F-00489,2026-08-17T15:48:22.670,ORD-00472,CLIENT_A,BUY,700,244.03,PRINCIPAL,INTERNAL,244.01,244.04
F-00490,2026-08-17T15:48:27.557,ORD-00473,CLIENT_E,SELL,500,244.02,PRINCIPAL,INTERNAL,244.01,244.04
F-00491,2026-08-17T15:50:07.192,ORD-00474,CLIENT_G,SELL,700,244.08,PRINCIPAL,INTERNAL,244.07,244.09
F-00492,2026-08-17T15:51:26.488,ORD-00476,CLIENT_C,SELL,1200,244.13,PRINCIPAL,INTERNAL,244.13,244.14
F-00493,2026-08-17T15:51:26.488,ORD-00476,CLIENT_C,SELL,300,244.13,AGENCY,MARKET,244.13,244.14
F-00494,2026-08-17T15:51:43.301,ORD-00478,CLIENT_B,SELL,1000,244.20,PRINCIPAL,INTERNAL,244.19,244.22
F-00495,2026-08-17T15:52:02.808,ORD-00479,CLIENT_G,BUY,1000,244.19,PRINCIPAL,INTERNAL,244.18,244.19
F-00496,2026-08-17T15:52:02.808,ORD-00479,CLIENT_G,BUY,1000,244.19,AGENCY,MARKET,244.18,244.19
F-00497,2026-08-17T15:52:06.161,ORD-00480,CLIENT_H,SELL,2000,244.18,AGENCY,MARKET,244.18,244.19
F-00498,2026-08-17T15:52:20.883,ORD-00481,CLIENT_A,SELL,2000,244.17,PRINCIPAL,INTERNAL,244.16,244.18
F-00499,2026-08-17T15:53:43.358,ORD-00482,CLIENT_C,SELL,2000,244.19,PRINCIPAL,INTERNAL,244.18,244.20
F-00500,2026-08-17T15:54:22.384,ORD-00483,CLIENT_D,SELL,200,244.12,AGENCY,MARKET,244.12,244.13
F-00501,2026-08-17T15:54:35.577,ORD-00484,CLIENT_D,BUY,400,244.11,PRINCIPAL,INTERNAL,244.09,244.12
F-00502,2026-08-17T15:55:10.393,ORD-00485,CLIENT_D,SELL,1000,244.13,AGENCY,MARKET,244.13,244.15
F-00503,2026-08-17T15:55:17.364,ORD-00487,CLIENT_B,SELL,200,244.18,AGENCY,MARKET,244.18,244.19
F-00504,2026-08-17T15:55:17.844,ORD-00488,CLIENT_D,SELL,700,244.17,AGENCY,MARKET,244.17,244.19
F-00505,2026-08-17T15:55:34.482,ORD-00490,CLIENT_J,BUY,500,244.13,PRINCIPAL,INTERNAL,244.12,244.14
F-00506,2026-08-17T15:55:47.385,ORD-00491,CLIENT_C,BUY,200,244.12,PRINCIPAL,INTERNAL,244.11,244.13
F-00507,2026-08-17T15:56:29.657,ORD-00492,CLIENT_A,BUY,700,244.11,PRINCIPAL,INTERNAL,244.10,244.11
F-00508,2026-08-17T15:56:39.970,ORD-00493,CLIENT_I,BUY,1500,244.11,PRINCIPAL,INTERNAL,244.10,244.12
F-00509,2026-08-17T15:56:47.300,ORD-00494,CLIENT_B,BUY,700,244.13,PRINCIPAL,INTERNAL,244.12,244.13
F-00510,2026-08-17T15:57:11.944,ORD-00495,CLIENT_H,SELL,700,244.17,AGENCY,MARKET,244.17,244.19
F-00511,2026-08-17T15:57:15.900,ORD-00496,CLIENT_A,SELL,500,244.18,AGENCY,MARKET,244.18,244.20
F-00512,2026-08-17T15:57:30.194,ORD-00489,CLIENT_D,SELL,700,244.21,AGENCY,MARKET,244.21,244.22
F-00513,2026-08-17T15:57:30.194,ORD-00497,CLIENT_A,SELL,400,244.21,AGENCY,MARKET,244.21,244.22
F-00514,2026-08-17T15:59:10.416,ORD-00499,CLIENT_B,BUY,1500,244.16,AGENCY,MARKET,244.15,244.16
F-00515,2026-08-17T15:59:16.703,ORD-00500,CLIENT_B,BUY,200,244.18,AGENCY,MARKET,244.17,244.18
